work_ID,work_species,work_author,trait_value_1.2.2,trait_value_1.6.3,trait_value_3.2.3,trait_value_4.1.3,agreement_1.2.2,cv_1.6.3,cv_3.2.3,cv_4.1.3,n_1.2.2,n_1.6.3,n_3.2.3,n_4.1.3,references_1.2.2,references_1.6.3,references_3.2.3,references_4.1.3
297238,Austroeupatorium silphiifolium,(Mart.) R.M.King & H.Rob.,herb,NA,NA,NA,0.667,NA,NA,NA,3,NA,NA,NA,"10218,10222",NA,NA,NA
297239,Axinaea pennellii,Gleason,shrub,NA,NA,NA,0.667,NA,NA,NA,3,NA,NA,NA,"10250,10223",NA,NA,NA
297242,Ayapanopsis adenophora,R.M.King & H.Rob.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297243,Ayapanopsis euphyes,(B.L.Rob.) R.M.King & H.Rob.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297245,Ayenia aemulata,Cristóbal,subshrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297246,Ayenia boliviana,Rusby,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297248,Baccharis beckii,Joch.Müll.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297249,Baccharis cana,Joch.Müll.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297250,Baccharis densiflora,Wedd.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
297251,Baccharis glomerata,Joch.Müll.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297252,Baccharis gnidiifolia,Kunth,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10220,10223,10246",NA,NA,NA
297254,Baccharis lapidosa,Deble & A.S.Oliveira,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297255,Baccharis lewisii,(H.Rob.) Joch.Müll.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297256,Baccharis orbignyana,Klatt,subshrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10262,10218",NA,NA,NA
297257,Baccharis potosiensis,H.Rob.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297258,Baccharis pumila,Joch.Müll.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297259,Baccharis torricoi,Joch.Müll.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297260,Baccharis woodii,Joch.Müll.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297261,Baccharis zongoensis,Joch.Müll.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297269,Begonia cremnophila,Tebbitt,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297271,Bellucia gracilis,"(S.S.Renner) Penneys, Michelang., Judd & Almeda",tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10246",NA,NA,NA
297272,Berberis boliviana,Lechl.,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297273,Berberis ferruginea,Lechl.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297274,Berberis fiebrigii,C.K.Schneid.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297275,Berberis keissleriana,C.K.Schneid.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297276,Berberis rariflora,Lechl.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297277,Berberis rechingeri,C.K.Schneid.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297278,Bergenia pacumbis,(Buch.-Ham. ex D.Don) C.Y.Wu & J.T.Pan,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297279,Besleria boliviana,C.V.Morton,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297280,Besleria ovalifolia,Britton,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297281,Besleria racemosa,C.V.Morton,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297282,Besleria rotundifolia,Rusby,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297284,Bishovia boliviensis,R.M.King & H.Rob.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297285,Blechnum bolivianum,M.Kessler & A.R.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297286,Blechnum cochabambense,M.Kessler & A.R.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297288,Blechnum gracilipes,(Rosenst.) M.Kessler & A.R.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297289,Blechnum organense,Brade,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10250,10262",NA,NA,NA
297290,Blechnum reflexum,Rosenst. ex M.Kessler & A.R.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297292,Blechnum smilodon,M.Kessler & Lehnert,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297293,Blechnum vallegrandense,M.Kessler & A.R.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297295,Blepharodon crabronum,Goyder,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297297,Boehmeria celtidifolia,Kunth,shrub,NA,NA,NA,0.75,NA,NA,NA,4,NA,NA,NA,"10218,10219,10250",NA,NA,NA
297305,Bougainvillea herzogiana,Heimerl,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297306,Bougainvillea trollii,Heimerl,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297307,Brayopsis gamosepala,Al-Shehbaz,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297308,Brickellia paucidentata,Klatt,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297309,Brongniartia ulbrichiana,Harms,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297310,Brosimum coriacea,H. Karst. ex T. Killeen & Schulenberg,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297311,Brunfelsia boliviana,Plowman,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297312,Buchnera virgata,Kunth,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297313,Buddleja cardenasii,Standl. ex E.M.Norman,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297314,Buddleja incana,Ruiz & Pav.,tree,NA,NA,NA,0.75,NA,NA,NA,6,NA,NA,NA,"10218,10219,10220,10246,10250",NA,NA,NA
297317,Bulnesia rivas-martinezii,G.Navarro,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297318,Byrsonima arctostaphyloides,Nied.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297321,Byrsonima riparia,W.R.Anderson,tree,NA,NA,NA,0.875,NA,NA,NA,4,NA,NA,NA,"10246,10262,10350,10218",NA,NA,NA
297325,Caiophora buraeavii,Urb. & Gilg,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297326,Caiophora chuquisacana,Urb. & Gilg,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297327,Caiophora rusbyana,Urb. & Gilg ex Rusby,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297328,Caiophora scarlatina,Urb. & Gilg,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297329,Calceolaria amoena,Molau,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297330,Calceolaria buchtieniana,Kraenzl.,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297331,Calceolaria crassa,Molau,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297332,Calceolaria incachacensis,Kraenzl.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297333,Calceolaria monantha,Kraenzl.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297334,Calceolaria soratensis,Kraenzl.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297336,Calea anomala,Hassl.,shrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10262,10218",NA,NA,NA
297337,Calea huanchacana,Pruski,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297338,Calea lutea,Pruski & Urbatsch,subshrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297339,Calea nematophylla,Pruski,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297340,Callaeum antifebrile,(Ruiz ex Griseb.) D.M.Johnson,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297341,Callianthe cyclonervosa,(Hochr.) Donnell,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
297342,Callianthe jujuiensis,(Hassl.) Donnell,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
297343,Callianthe megapotamica,(A.Spreng.) Dorr,shrub,2,NA,NA,1,NA,NA,NA,1,1,NA,NA,"+10060,10218,10219,10262",10199,NA,NA
297344,Callianthe nivea,(Griseb.) Dorr,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10246",NA,NA,NA
297345,Callianthe pauciflora,(A.St.-Hil.) Dorr,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10222,10262",NA,NA,NA
297347,Callianthe picta,(Gillies ex Hook. & Arn.) Donnell,shrub,5,NA,NA,1,NA,NA,NA,1,1,NA,NA,"+10060,10218",10199,NA,NA
297348,Callianthe schenckii,(K.Schum.) Donnell,shrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297351,Callisthene microphylla,Warm.,tree,NA,NA,NA,0.833,NA,NA,NA,3,NA,NA,NA,"10246,10262,10218",NA,NA,NA
297354,Cantua bicolor,Lem.,shrub,NA,NA,NA,0.667,NA,NA,NA,3,NA,NA,NA,"10223,10218,10246",NA,NA,NA
297355,Capsicum caballeroi,M.Nee,tree,NA,NA,NA,0.667,NA,NA,NA,2,NA,NA,NA,"10246,10218",NA,NA,NA
297356,Capsicum ceratocalyx,M.Nee,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297357,Capsicum eshbaughii,Barboza,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297361,Cassia swartzioides,Ducke,tree,NA,NA,NA,0.833,NA,NA,NA,6,NA,NA,NA,"10218,10220,10246,10223,10350",NA,NA,NA
297365,Cecropia saxatilis,Snethl.,tree,NA,NA,NA,0.833,NA,NA,NA,3,NA,NA,NA,"10218,10262,10246",NA,NA,NA
297366,Centratherum cardenasii,H.Rob.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297367,Centrosema bellum,Vilchez,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297368,Centrosema tapirapoanense,Hoehne,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297374,Cerastium behmianum,Muschl.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297375,Cerastium brevicarpicum,Rusby,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297376,Cerastium crassipes,Bartl.,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10220,10223",NA,NA,NA
297377,Cerastium danguyi,J.F.Macbr.,herb,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10220,10250,10223",NA,NA,NA
297378,Cerastium imbricatum,Kunth,herb,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10220,10250,10223",NA,NA,NA
297379,Cerastium mucronatum,Wedd.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297380,Cerastium peruvianum,Muschl.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297381,Cerastium subspicatum,Wedd.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297387,Chamaecrista rigidifolia,(Benth.) H.S.Irwin & Barneby,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297388,Chamaecrista trichopoda,(Benth.) Britton & Rose ex Britton & Killip,herb,NA,NA,NA,0.833,NA,NA,NA,3,NA,NA,NA,"10218,10250,10262",NA,NA,NA
297391,Cheilanthes scariosa,(Sw.) C.Presl,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297392,Chresta exsucca,DC.,subshrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10262,10218",NA,NA,NA
297393,Chromolaena asperrima,(Baker) R.M.King & H.Rob.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10222",NA,NA,NA
297394,Chromolaena bangii,(Rusby) R.M.King & H.Rob.,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297395,Chromolaena beckii,R.M.King & H.Rob.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297398,Chromolaena herzogii,(B.L.Rob.) R.M.King & H.Rob.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297399,Chusquea yungasensis,L.G.Clark & A.C.Mota,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297400,Cienfuegosia angustifolia,Krapov.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297407,Clavija peruviana,B.Ståhl,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297408,Cleistocactus brookeae,Cárdenas,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297409,Cleistocactus buchtienii,Backeb.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297410,Cleistocactus laniceps,(K.Schum.) Rol.-Goss.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297411,Cleistocactus luribayensis,Cárdenas,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297413,Cleistocactus reae,Cárdenas,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297414,Cleistocactus ritteri,Backeb. ex Guiggi,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297416,Cleistocactus tominensis,(Weing.) Backeb.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297421,Clibadium micranthum,O.E.Schulz,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297423,Clitoria flexuosa,Fantz,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297424,Clitoria juninensis,Fantz,tree,NA,NA,NA,0.75,NA,NA,NA,4,NA,NA,NA,"10218,10246,10350",NA,NA,NA
297425,Clusia decussata,Ruiz & Pav. ex Planch. & Triana,tree,NA,NA,NA,0.875,NA,NA,NA,4,NA,NA,NA,"10218,10246,10350,10219",NA,NA,NA
297426,Clusia ramosa,Rusby,tree,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10218,10246",NA,NA,NA
297428,Colobanthus bolivianus,Pax,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297429,Columnea fritschii,(Rusby) J.F.Sm.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297430,Columnea moesta,Poepp.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297431,Columnea oblongifolia,Rusby,herb,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10223,10218",NA,NA,NA
297432,Commelina reflexa,Rusby,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297433,Condylostylis candida,(Vell.) A.Delgado,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10219,NA,NA,NA
297434,Condylostylis vignoides,(Rusby) A.Delgado,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297436,Conyza lignescens,Rusby,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297438,Cordia santacruzensis,J.S.Mill. & M.Nee,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297440,Coreopsis fasciculata,Wedd.,shrub,NA,NA,NA,0.667,NA,NA,NA,3,NA,NA,NA,"10218,10220",NA,NA,NA
297441,Coreopsis pickeringii,A.Gray,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297442,Coreopsis townsendii,S.F.Blake,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297443,Corrigiola andina,Triana & Planch.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297444,Corryocactus melanotrichus,(K.Schum.) Britton & Rose,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297445,Corryocactus pulquinensis,Cárdenas,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297446,Corryocactus tarijensis,Cárdenas,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297447,Cosmos diversifolius,Otto ex Knowles & Westc.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297449,Coussapoa david-smithii,C.C.Berg,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10246,NA,NA,NA
297450,Coussapoa scabra,Akkermans & C.C.Berg,tree,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10246,10262,10350",NA,NA,NA
297451,Coussarea mexiae,C.M.Taylor,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297452,Cratylia mollis,Mart. ex Benth.,shrub,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10262,10336",NA,NA,NA
297455,Critoniopsis cajamarcensis,(H.Rob.) H.Rob.,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10250,10223",NA,NA,NA
297456,Critoniopsis choquetangensis,H.Rob.,tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10246",NA,NA,NA
297458,Critoniopsis steinbachii,H.Rob.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297460,Crotalaria boliviensis,Windler & S.G.Skinner,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297462,Crumenaria decumbens,Mart.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297463,Cumulopuntia chichensis,(Cárdenas) E.F.Anderson,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297465,Cuphea luteola,S.A.Graham & T.B.Cavalc.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297466,Cuscuta acutiloba,Engelm.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297467,Cyathea arnecornelii,Lehnert,tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10246",NA,NA,NA
297468,Cyathea dombeyi,(Desv.) Lellinger,tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10246",NA,NA,NA
297469,Cyathea mucilagina,R.C.Moran,tree,NA,NA,NA,0.667,NA,NA,NA,3,NA,NA,NA,"10218,10220",NA,NA,NA
297471,Cybianthus multiflorus,(A.C.Sm.) G.Agostini,shrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10262,10218",NA,NA,NA
297479,Dahlstedtia araripensis,(Benth.) M.J.Silva & A.M.G.Azevedo,tree,5,NA,NA,0.875,NA,NA,NA,4,1,NA,NA,"10246,10262,10336,10218",10199,NA,NA
297481,Danaea arbuscula,Christenh. & Tuomisto,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10250,10262",NA,NA,NA
297482,Danaea cartilaginea,Christenh. & Tuomisto,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10250,10262",NA,NA,NA
297484,Dasyphyllum hystrix,(Wedd.) Cabrera,shrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10223,10218",NA,NA,NA
297485,Dasyphyllum leiocephalum,(Wedd.) Cabrera,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297488,Deianira cordifolia,(Lhotsky ex Progel) Malme,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297489,Deianira cyathifolia,Barb.Rodr.,herb,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297490,Demosthenesia fabulosa,(Sleumer) A.C.Sm.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297493,Dendrophorbium biacuminatum,(Rusby) C.Jeffrey,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297494,Dendrophorbium biserrifolium,(Kuntze) D.J.N.Hind,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297496,Dendrophorbium cabrerianum,(Greenm. & Cuatrec.) C.Jeffrey,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297497,Dendrophorbium chaenocephalum,(Cabrera) C.Jeffrey,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297498,Dendrophorbium chulumanicum,(Cabrera) S.Beck & D.Ibáñez,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297499,Dendrophorbium fortunatum,(Cuatrec.) C.Jeffrey,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297500,Dendrophorbium krukoffii,(Cuatrec.) C.Jeffrey,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297501,Dendrophorbium medullosum,(Sch.Bip. ex Greenm.) C.Jeffrey,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297502,Dendrophorbium zongoense,(Cabrera) D.J.N.Hind,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297506,Dendrophthora pearcei,(Rusby) Kuijt,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
297508,Dendrophthora squamigera,(Benth.) Benth. & Hook.f. ex Kuntze,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
297509,Dendrophthora stricta,Rusby,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
297510,Dendrophthora subtrinervis,Urb.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
297511,Deprea cardenasiana,Hunz.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297512,Desfontainia splendens,Bonpl.,shrub,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10219,10250",NA,NA,NA
297514,Desmodium weberbaueri,(Schindl.) J.F.Macbr.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
297515,Diastema purpurascens,Rusby,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297516,Diastema williamsii,Rusby,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297517,Dicliptera palmariensis,Wassh. & J.R.I.Wood,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297518,Dicliptera purpurascens,Wassh. & J.R.I.Wood,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
297519,Dimerostemma aspilioides,(Griseb.) M.D.Moraes,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
297520,Dimerostemma grisebachii,(Baker) M.D.Moraes,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10222",NA,NA,NA
297521,Dimerostemma indutum,(Chodat) M.D.Moraes,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10222",NA,NA,NA
297529,Diplazium andinum,(Pacheco & R.C.Moran) M.Kessler & A.R.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297531,Diplazium bipinnatum,M.Kessler & A.R.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297532,Diplazium divergens,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
297533,Diplazium praestans,(Copel.) Maxon ex C.V.Morton,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
